user_id,email,registration_date,user_segment,academic_role,research_field,institution,country,subscription_tier
db67b0f4-739c-4a80-a3b3-26f4075bd833,lisa.rodriguez@ucberkeley.com,2025-07-08 22:23:25.803410,Industry,Data Scientist,Engineering,UC Berkeley,China,free
46944b67-6eaa-4b40-b471-71491a4f9de1,maria.williams@stanfordedu.com,2024-06-09 18:36:47.914896,Industry,Data Scientist,Sociology,Stanford University,Japan,free
a4f6d413-46ad-498a-a8fb-ff068b11d613,wei.miller@ucberkeley.com,2025-09-11 17:08:08.934799,Student,Masters Student,Physics,UC Berkeley,China,free
584c7baf-5cc4-4509-acda-c6b0e5df5f2a,james.singh@otheredu.com,2025-03-12 08:02:54.581581,Student,Undergraduate,Sociology,Other University,China,free
c7199c9c-dcea-4f28-8dcb-ed2c4c2dc28d,maria.lee@otheredu.com,2025-09-19 16:42:16.183830,Student,Masters Student,Engineering,Other University,China,free
ef968bf2-90f0-4bbb-9c11-7eaf1f942560,william.sato@otheredu.com,2025-07-24 17:46:28.331035,Librarian,Librarian,Chemistry,Other University,USA,free
354c6f33-0b57-4dca-b532-ab072b1ef3f4,sarah.brown@otheredu.com,2024-11-28 12:55:09.222898,Student,Undergraduate,Biology,Other University,China,free
fa27a15d-b08d-4a4b-8860-ae725a2545dd,sarah.kim@stanfordedu.com,2025-07-24 22:46:38.495895,Student,PhD Student,Sociology,Stanford University,Netherlands,free
1288a6af-2aad-473e-b310-6799fe89d391,william.miller@harvardedu.com,2024-12-02 10:10:31.538909,Student,Masters Student,Sociology,Harvard University,China,free
b4f86e05-ce52-4a8e-9316-85960f3b0696,james.johnson@otheredu.com,2024-11-11 04:04:04.776840,Academic,Researcher,Computer Science,Other University,Australia,free
ee788054-bb30-431c-9b78-af18a7e526a0,robert.singh@otheredu.com,2025-02-16 15:09:25.235565,Student,Masters Student,Physics,Other University,USA,free
8efa92a6-632d-45ab-83df-536c434d4a24,william.brown@harvardedu.com,2025-09-16 16:42:36.685480,Student,Masters Student,Chemistry,Harvard University,USA,free
3ae169fc-cd92-4cee-8da9-0aac3c5a942f,yuki.miller@ethzurich.com,2024-06-16 17:54:41.633802,Student,Masters Student,Mathematics,ETH Zurich,Japan,free
44fe7870-baf4-4b8e-882c-360f8c0a7bbb,wei.williams@eduoftokyo.com,2025-09-16 19:59:32.565358,Student,Masters Student,Physics,University of Tokyo,India,free
df8176e6-4f61-4b1a-aa8d-ba728279ad25,james.williams@stanfordedu.com,2025-08-22 10:44:56.973885,Student,PhD Student,Biology,Stanford University,Japan,premium
deb44df8-a304-4b07-8967-bc36fe796aa4,maria.wang@otheredu.com,2025-03-14 04:42:08.606400,Student,Undergraduate,Computer Science,Other University,South Korea,free
335e3a33-5d18-45f4-a8fb-11a4a0fbf119,james.wang@stanfordedu.com,2024-05-17 01:23:18.197334,Academic,Associate Professor,Biology,Stanford University,Japan,free
7bd99f62-1b87-415e-b849-97e1661f11c6,min.singh@ucberkeley.com,2025-01-11 07:46:22.455986,Student,Masters Student,Sociology,UC Berkeley,China,free
c12b4b46-92b9-4284-a780-50f446308fb4,richard.garcia@otheredu.com,2024-12-05 18:08:33.995593,Student,PhD Student,Psychology,Other University,South Korea,free
a9e95d4c-b13e-4bd9-be7e-163a8a4eff05,maria.williams@nationaleduofsingapore.com,2025-08-18 22:41:51.406699,Academic,Associate Professor,Computer Science,National University of Singapore,USA,free
7399cb2b-33c0-40bd-9904-14e9f7839422,yuki.johnson@cambridgeedu.com,2025-03-10 19:41:43.071719,Industry,Analyst,Mathematics,Cambridge University,Canada,free
3e82ceab-ab7e-4dea-a600-b4b505736e4c,sarah.sato@otheredu.com,2025-08-03 04:39:44.462052,Student,Undergraduate,Chemistry,Other University,China,premium
f0f13cb6-3956-4d9f-92c0-47d0e1b85790,emma.williams@mit.com,2025-06-15 08:43:58.003558,Student,Undergraduate,Physics,MIT,China,premium
e54e4873-2a57-4b67-9086-57a19a2606da,lisa.kim@harvardedu.com,2022-09-26 09:25:52.737910,Academic,Researcher,Mathematics,Harvard University,China,free
7a4eb135-3fc6-4e38-8a79-6b383d5b14da,min.martinez@stanfordedu.com,2024-09-21 21:37:49.318910,Academic,Postdoc,Medicine,Stanford University,UK,free
cb7dc48f-c91e-4489-bc57-6fa08dd396f0,michael.miller@otheredu.com,2025-03-30 13:37:28.892058,Student,PhD Student,Biology,Other University,Canada,free
ba1f5fe0-f5df-456b-96bf-7742e4d3d5d2,richard.martinez@stanfordedu.com,2023-12-30 00:59:11.490979,Industry,Research Scientist,Psychology,Stanford University,South Korea,free
29d72632-fc83-4c0f-a5e0-71ef418c1786,wei.rodriguez@ethzurich.com,2025-09-09 13:47:52.334844,Student,PhD Student,Psychology,ETH Zurich,China,free
b855637a-528e-49cf-81ea-2f0cb8317707,james.rodriguez@ethzurich.com,2022-09-26 09:25:52.738896,Librarian,Information Specialist,Chemistry,ETH Zurich,USA,free
357ceb33-fdff-4676-a7b1-f838220336b7,john.lee@mit.com,2025-03-25 03:07:01.104029,Student,Masters Student,Physics,MIT,UK,free
129be476-73b7-4621-9a27-d889ad5fdd5a,emma.lee@otheredu.com,2025-05-12 15:49:16.060630,Student,Undergraduate,Economics,Other University,Canada,free
64a3cc04-0571-45ed-b66b-03fe384daeb0,james.kim@oxfordedu.com,2025-06-11 02:13:07.535031,Academic,Postdoc,Psychology,Oxford University,UK,free
1723a8de-093a-48c5-847a-62f7e282dcb1,william.johnson@otheredu.com,2022-09-26 09:25:52.739915,Academic,Researcher,Engineering,Other University,Brazil,free
6f55bc14-a9d8-4d54-a3d9-667c549e816e,sophia.miller@cambridgeedu.com,2024-12-03 00:52:02.402568,Student,PhD Student,Economics,Cambridge University,China,enterprise
3c5c5237-c80a-4e7c-8dc6-781a1f15177a,lisa.davis@otheredu.com,2024-12-01 09:16:23.042306,Student,PhD Student,Economics,Other University,Brazil,free
c3002c6d-3785-44b5-856d-ec5ab56a626e,john.wang@harvardedu.com,2025-06-13 07:35:49.452103,Student,Undergraduate,Psychology,Harvard University,Canada,free
a3a5a9a3-1a9b-49c1-b26b-ffc9a7317157,james.rodriguez@cambridgeedu.com,2025-08-05 14:24:21.699128,Student,Undergraduate,Economics,Cambridge University,UK,free
6a911735-82ca-454a-9e63-2697f7f9883d,lisa.rodriguez@otheredu.com,2025-07-22 07:22:02.555997,Student,Undergraduate,Physics,Other University,Brazil,free
e4bdc9e9-96a5-411c-97be-0cf23eacdb13,emma.sato@otheredu.com,2025-02-15 08:22:51.989666,Student,Masters Student,Biology,Other University,USA,free
1eda972e-b5be-4da2-bc93-b49116e80568,sophia.sato@eduoftokyo.com,2024-08-12 09:59:54.185619,Academic,Postdoc,Mathematics,University of Tokyo,China,free
3c4cf734-9d60-4ea6-b389-0fea56d2b2dc,robert.williams@mit.com,2025-03-18 08:48:06.500045,Student,Undergraduate,Physics,MIT,USA,free
59d34dd8-adef-4a00-a9c4-3a3eee75fcdd,olivia.kim@otheredu.com,2024-12-07 00:19:12.685695,Academic,Researcher,Engineering,Other University,Japan,free
5260cb8e-477f-4a3a-ad54-704db699096c,lisa.rodriguez@mit.com,2024-09-14 19:54:26.417597,Student,Undergraduate,Economics,MIT,Brazil,free
494dfeaf-3d03-4650-8386-ba78a9573278,john.martinez@stanfordedu.com,2025-08-05 19:16:16.061325,Academic,Assistant Professor,Psychology,Stanford University,UK,free
17ef0d7a-5ce4-4306-9de8-185d212f4a3e,william.davis@otheredu.com,2024-04-19 13:05:09.646302,Student,Undergraduate,Engineering,Other University,USA,free
983acf49-750a-4b41-b203-ac43d07da802,john.johnson@ethzurich.com,2025-03-04 09:20:43.891466,Academic,Researcher,Mathematics,ETH Zurich,South Korea,premium
46a688f9-8a99-495f-9427-9a437c4a0c85,olivia.singh@otheredu.com,2025-02-12 09:43:25.293225,Librarian,Information Specialist,Biology,Other University,Germany,free
6955ee86-632b-484f-857f-225b5838182f,sophia.brown@otheredu.com,2024-10-27 14:10:24.821427,Academic,Postdoc,Psychology,Other University,China,free
9816cc68-9733-4992-a51a-719dc9cf8d6c,sarah.brown@otheredu.com,2024-11-30 14:25:20.485127,Academic,Assistant Professor,Psychology,Other University,France,free
8e325aac-efc8-43b6-a68b-63c475ca4959,michael.johnson@ucberkeley.com,2025-09-16 17:22:28.808730,Academic,Assistant Professor,Physics,UC Berkeley,UK,free
1882f84c-82b1-4290-af2b-e596cae76a67,yuki.sato@eduoftoronto.com,2025-06-11 01:29:13.190193,Academic,Full Professor,Psychology,University of Toronto,China,premium
64944302-5dd7-4c2b-9947-57c2b4d3313a,michael.kim@cambridgeedu.com,2025-04-19 03:44:31.857125,Librarian,Librarian,Sociology,Cambridge University,South Korea,free
81d16d91-9c8f-4a17-addc-eac601e3eb13,david.williams@otheredu.com,2025-06-30 11:49:57.917480,Student,Masters Student,Computer Science,Other University,China,premium
21adaadd-d32b-4866-b7cc-20d8c4c75f63,yuki.rodriguez@mit.com,2025-08-30 08:28:25.653483,Student,PhD Student,Economics,MIT,UK,free
cb4b97c8-8ad8-4ad8-bddc-696401395533,lisa.jones@oxfordedu.com,2025-04-21 01:55:56.117078,Student,Undergraduate,Computer Science,Oxford University,South Korea,free
a2592925-7093-451d-ba16-3cab672d88e5,min.brown@eduoftokyo.com,2025-08-17 04:51:03.227920,Student,PhD Student,Psychology,University of Tokyo,Japan,free
9672fb57-0a47-435b-bb71-79b3b63c2207,robert.wang@stanfordedu.com,2025-05-15 12:30:16.577099,Academic,Associate Professor,Psychology,Stanford University,Canada,free
c47bd54d-1da7-4cc1-9b89-e2913962aaef,sophia.miller@ucberkeley.com,2024-09-25 22:51:47.111092,Student,Masters Student,Sociology,UC Berkeley,China,free
da2ea407-52ce-46c5-9eb7-abb5efa1585d,olivia.davis@otheredu.com,2024-10-13 02:44:54.147470,Student,PhD Student,Economics,Other University,USA,free
29ec1e2e-8db5-4337-9296-5d0d8e4401ae,wei.johnson@ucberkeley.com,2025-08-04 13:34:08.758005,Student,Undergraduate,Chemistry,UC Berkeley,Canada,free
100d600d-2518-4241-976d-f234719374f0,maria.brown@cambridgeedu.com,2025-03-08 08:22:12.950339,Academic,Postdoc,Physics,Cambridge University,China,premium
93264d15-c4a4-41bb-8dd2-265dc5d35395,michael.garcia@otheredu.com,2025-02-19 17:57:55.349782,Student,PhD Student,Engineering,Other University,USA,free
4d3fb248-ba8e-4693-8504-cff6bcd3b49e,john.martinez@otheredu.com,2025-08-24 19:51:24.056124,Student,Masters Student,Psychology,Other University,USA,free
d03a5587-d19d-48a0-a1e0-e2c54297ebfc,maria.martinez@ethzurich.com,2025-06-07 01:02:43.795920,Librarian,Librarian,Engineering,ETH Zurich,Netherlands,premium
0cff5465-5298-4005-b109-d6f8b035d6a5,maria.smith@otheredu.com,2024-05-24 23:49:15.890967,Student,Masters Student,Physics,Other University,Australia,free
51c8371c-4a5d-48ae-8c4c-8a943d1baeb9,michael.wang@otheredu.com,2025-05-08 20:47:32.434500,Industry,Data Scientist,Engineering,Other University,Australia,free
0b79ef8f-5278-4119-b40c-a7313de8127d,sarah.brown@eduoftokyo.com,2024-10-14 16:19:02.163158,Academic,Postdoc,Sociology,University of Tokyo,USA,free
f5b622e6-d7a1-449d-831b-de931133cc4b,michael.singh@ethzurich.com,2022-11-25 12:49:17.748550,Student,PhD Student,Computer Science,ETH Zurich,UK,free
a6dfe389-9f84-41c9-98b0-cac122662761,sarah.sato@cambridgeedu.com,2025-03-30 22:24:28.511348,Student,Masters Student,Chemistry,Cambridge University,Canada,free
e93ec8ae-a51f-4888-abc0-8ad048792189,william.johnson@otheredu.com,2025-02-28 09:33:06.474058,Academic,Associate Professor,Computer Science,Other University,France,free
c75638ff-eea4-4b3f-a9b5-24055c3a7358,maria.jones@stanfordedu.com,2022-11-15 22:13:46.681241,Librarian,Information Specialist,Physics,Stanford University,France,free
0341cd50-345a-4a99-84c4-ca99336f287b,yuki.brown@harvardedu.com,2024-03-21 15:11:28.295626,Student,Undergraduate,Mathematics,Harvard University,USA,free
80361fc8-1a7c-4569-a4bf-cd16cba934eb,david.wang@harvardedu.com,2024-05-30 18:12:51.046353,Academic,Assistant Professor,Chemistry,Harvard University,Japan,free
fee5db81-d89c-4fbd-94aa-cc39b18033e3,yuki.brown@ucberkeley.com,2025-05-20 08:28:10.421821,Academic,Associate Professor,Engineering,UC Berkeley,UK,free
ac2805c6-d1bb-40ad-a3e6-675f55c4674d,yuki.kim@otheredu.com,2025-06-27 18:53:23.213442,Student,Masters Student,Mathematics,Other University,Japan,free
c623455f-e6e6-404b-a4be-d668b2cda1a9,min.brown@otheredu.com,2022-09-26 09:25:52.748563,Academic,Assistant Professor,Chemistry,Other University,Japan,free
5a3ac24f-912c-48fd-a293-29c30beb9e3b,emma.johnson@nationaleduofsingapore.com,2023-08-31 20:55:39.883837,Academic,Postdoc,Computer Science,National University of Singapore,France,free
50f3834d-8766-42b6-afd4-057b2123766f,min.garcia@harvardedu.com,2025-08-12 03:30:57.469955,Academic,Researcher,Sociology,Harvard University,South Korea,free
eb887d94-0afe-44a4-be0f-e46550d815c7,min.miller@mit.com,2024-03-07 22:01:54.283539,Student,PhD Student,Psychology,MIT,USA,free
9d3c607d-d1ba-4966-8724-4db5a5009907,wei.sato@ucberkeley.com,2024-11-04 13:30:25.899629,Academic,Associate Professor,Chemistry,UC Berkeley,China,free
589360d7-05f2-44c8-a011-4dc5ba7ae89a,sarah.lee@eduoftoronto.com,2025-08-17 22:11:29.232411,Industry,Research Scientist,Engineering,University of Toronto,UK,premium
b35aab2a-38d8-43b3-9537-916b50287fb3,emma.smith@mit.com,2025-08-24 17:05:24.721356,Academic,Assistant Professor,Economics,MIT,Australia,free
08d69064-0867-4deb-bb41-95bfc06ae5d4,richard.wang@stanfordedu.com,2025-09-05 04:12:31.663241,Industry,Data Scientist,Psychology,Stanford University,Canada,free
9e288882-5e1a-40c2-a18e-f05f92e42ddb,william.kim@otheredu.com,2025-06-20 21:48:43.822484,Student,PhD Student,Psychology,Other University,Brazil,free
683433ea-c36a-4f70-b636-83d56eddea75,emma.brown@otheredu.com,2025-08-03 19:58:39.683834,Student,Masters Student,Medicine,Other University,India,free
a6bbcb37-a6ef-4e0a-a5ab-99d784eee0f1,robert.brown@ucberkeley.com,2025-03-03 11:16:50.604076,Student,Undergraduate,Mathematics,UC Berkeley,South Korea,free
059216bb-b1c6-4bed-b175-9d73ca2f475b,wei.williams@otheredu.com,2025-07-05 07:19:53.640800,Student,Undergraduate,Sociology,Other University,China,free
bccd603b-9365-4ab5-a1ea-df6924a2cb78,min.williams@mit.com,2024-10-12 23:37:17.019341,Academic,Associate Professor,Physics,MIT,Germany,free
d38e672c-2259-4c76-a101-cc0775168ff1,james.davis@cambridgeedu.com,2025-09-19 01:09:37.356005,Student,Undergraduate,Engineering,Cambridge University,USA,free
bfa1cdbe-4845-4a11-9ce0-2ff692c5c1e8,maria.sato@otheredu.com,2022-09-26 09:25:52.752563,Academic,Full Professor,Engineering,Other University,Germany,free
2bd2581d-344f-4756-8a9b-797c3f8d02c8,michael.davis@eduoftoronto.com,2025-07-16 06:14:58.040916,Student,Masters Student,Medicine,University of Toronto,South Korea,free
e7356c1a-200f-491c-82fd-b438176d35f8,emma.smith@ucberkeley.com,2025-05-12 20:40:03.218905,Academic,Researcher,Psychology,UC Berkeley,China,free
296d3c4a-10af-4ed1-941f-be627700b8e3,john.johnson@oxfordedu.com,2025-04-12 07:30:49.781961,Academic,Postdoc,Biology,Oxford University,France,free
a639bbb6-6ec3-4a1f-983b-7458cca9649d,maria.williams@oxfordedu.com,2025-07-05 00:22:22.331731,Student,PhD Student,Sociology,Oxford University,Canada,free
3df797a1-3d3f-4c64-b4f8-3d3729300021,min.davis@otheredu.com,2025-09-20 16:04:34.330443,Student,Masters Student,Medicine,Other University,USA,free
3775dd26-cb9e-4772-8d71-2b43d6be325b,yuki.brown@stanfordedu.com,2025-08-05 03:30:36.804626,Academic,Researcher,Psychology,Stanford University,South Korea,free
dda6f057-77ef-4679-a23f-630aafb7bc51,richard.singh@cambridgeedu.com,2025-01-13 23:53:46.591716,Student,Masters Student,Physics,Cambridge University,Australia,premium
4f38511e-9c27-4473-be52-2afa04a4bd65,sarah.williams@harvardedu.com,2024-04-22 13:33:29.517343,Student,Undergraduate,Engineering,Harvard University,China,premium
53b59ff9-4dad-407e-b87c-984ac1d48985,richard.smith@stanfordedu.com,2025-09-22 23:55:17.327772,Student,PhD Student,Mathematics,Stanford University,USA,free
ae5f04ad-6307-4247-9bf3-7702a116be1b,richard.jones@ucberkeley.com,2025-06-02 12:50:09.698526,Industry,Engineer,Mathematics,UC Berkeley,China,free
ff43703b-5d00-428a-9c2b-0cb145aa10e5,wei.jones@eduoftoronto.com,2025-03-04 03:41:10.762344,Student,Undergraduate,Mathematics,University of Toronto,Germany,free
a3a032da-036d-46ee-aa19-69af33ad7c36,min.wang@mit.com,2025-07-17 20:22:26.055539,Industry,Research Scientist,Psychology,MIT,Germany,enterprise
0df596ce-07c7-472a-adf8-816ebb310c37,yuki.williams@otheredu.com,2025-05-11 12:31:58.692707,Student,Masters Student,Physics,Other University,France,free
4088e8e8-1d95-49fa-b164-cf4bd96772ab,robert.jones@mit.com,2025-06-10 04:12:38.882706,Student,Masters Student,Chemistry,MIT,India,free
bca748d4-17ac-412d-a378-f6f0ee8924a1,robert.smith@otheredu.com,2024-12-15 22:10:32.014735,Industry,Analyst,Mathematics,Other University,UK,free
78dffefd-1aad-450e-b68b-d0aeb4b0dcd2,sarah.wang@stanfordedu.com,2025-06-09 02:32:01.553199,Academic,Full Professor,Medicine,Stanford University,USA,free
251d6b41-6cd2-4d4c-ba4d-8f17828bff3f,william.smith@oxfordedu.com,2025-07-26 05:07:43.100029,Academic,Assistant Professor,Economics,Oxford University,Germany,free
a9786879-3948-4e3d-acab-1b17a65537b9,sarah.martinez@nationaleduofsingapore.com,2025-06-09 10:48:00.014572,Academic,Assistant Professor,Engineering,National University of Singapore,USA,free
3608dbb4-2cc3-4942-8ebe-d74ae41f17d9,yuki.rodriguez@otheredu.com,2025-08-01 05:28:21.145120,Student,PhD Student,Chemistry,Other University,China,free
5eec05e2-52cc-49f3-a110-bf7bd613befc,lisa.smith@mit.com,2025-05-09 03:22:11.866233,Academic,Researcher,Psychology,MIT,USA,free
f7084aab-11d2-48d4-9928-2a96fe40a322,michael.sato@otheredu.com,2025-02-28 19:05:41.211631,Student,Masters Student,Biology,Other University,UK,free
c1191d61-7112-4466-9bd0-48b787435987,lisa.johnson@eduoftoronto.com,2025-06-29 03:05:34.556491,Student,Undergraduate,Psychology,University of Toronto,USA,free
972d32c6-48d3-4e03-95ac-b6ea9d43ab29,michael.lee@harvardedu.com,2024-07-02 10:01:03.633116,Academic,Assistant Professor,Physics,Harvard University,South Korea,premium
fa1dc9fa-6818-48db-85bd-d94b3957d83d,maria.miller@eduoftokyo.com,2024-07-20 20:55:37.170852,Academic,Postdoc,Psychology,University of Tokyo,Japan,free
80b18927-7fa3-4959-81fa-16b532e5fc77,emma.singh@oxfordedu.com,2024-10-30 11:56:02.859691,Academic,Postdoc,Biology,Oxford University,USA,enterprise
f3bafc08-c306-4978-9ebe-5e32db9091dd,maria.martinez@otheredu.com,2022-09-26 09:25:52.757564,Student,Masters Student,Medicine,Other University,Germany,free
b73b7a20-7e60-489b-8992-68c612c5e612,sarah.martinez@harvardedu.com,2025-07-12 01:44:46.227115,Student,PhD Student,Economics,Harvard University,USA,free
6c67a6bc-8207-426c-b1f5-2f88447aae21,michael.miller@oxfordedu.com,2024-07-10 13:40:35.995785,Academic,Full Professor,Medicine,Oxford University,Germany,free
e5ae1009-ca9b-448f-9954-7cd72f9a9c9d,william.singh@otheredu.com,2025-01-16 06:47:15.160127,Student,Undergraduate,Biology,Other University,Germany,free
0defb592-8f7d-4399-8832-cb0ad34d8839,james.brown@otheredu.com,2025-06-09 09:48:33.881687,Academic,Postdoc,Chemistry,Other University,China,free
49783193-e1ca-42f1-84b9-894988cf3903,william.brown@oxfordedu.com,2023-10-10 11:04:55.948122,Academic,Assistant Professor,Medicine,Oxford University,Netherlands,free
d641c06e-d49e-44e8-8a14-3f67bbeceeb7,james.miller@stanfordedu.com,2025-08-16 23:11:03.496883,Student,PhD Student,Medicine,Stanford University,USA,free
88d8f6cb-49bb-4fe2-b3a0-62de9a985fc1,david.lee@eduoftokyo.com,2025-09-18 07:57:49.019242,Academic,Full Professor,Economics,University of Tokyo,China,free
a7b440c7-9727-4202-ae91-fec9f7232480,sophia.davis@oxfordedu.com,2024-10-12 20:58:51.898730,Student,PhD Student,Psychology,Oxford University,China,free
77cc95e6-5485-453c-94b8-101ac166468b,william.singh@mit.com,2025-09-17 11:01:50.459229,Student,Masters Student,Economics,MIT,China,free
